@Αἰγίλιψ|n268
νείαιρα|n6403
νείατος|n6404
νείφω|n6412
νεαρός|n6392
νεβρός|n6394
νεηγενής|n6397
νεηκής|n6398
νεηνίης|n6400
νεικέω|n6405
νειόθεν|n6408
νειόθι|n6409
νειός|n6410
νεκάς|n6413
νεκρός|n6414
νεκτάρεος|n6416
νεμέθομαι|n6418
νεμέσσει|n6424
νεμεσάω|n6419
νεμεσίζομαι|n6421
νεμεσητός|n6420
νεμεσσάω|n6423
νεοίη|n6432
νεοαρδής|n6428
νεογιλός|n6429
νεοθηλής|n6431
νεοπενθής|n6435
νεοπτόλεμος|n6438
νεοσσός|n6442
νεοτευχής|n6445
νεούτατος|n6447
νεστορίδαι|n6451
νεστορίδης|n6452
νεστόρεος|n6450
νευρή|n6455
νευστάζω|n6457
νεφέλη|n6459
νεφεληγερέτα|n6460
νεόδαρτος|n6430
νεόπλυτος|n6436
νεόπριστος|n6437
νεός1|n6440
νεός|n6440
νεόσμηκτος|n6441
νεόστροφος|n6443
νεότευκτος|n6444
νεότης|n6446
νεύω|n6458
νεῆνις|n6401
νεῖαι|n6402
νεῖκος|n6406
νεῖμα|n6407
νεῖται|n6411
νεῦμαι|n6454
νεῦρον|n6456
νη|n6464
νηέω|n6472
νηίς|n6476
νηγάτεος|n6466
νηδύς|n6470
νηιάς|n6473
νηκερδής|n6478
νηκουστέω|n6479
νηλήιος|n6485
νηλής|n6486
νηλεής|n6480
νηλείδης|n6481
νηλεύς|n6483
νηληιάδης|n6484
νηλιτής|n6487
νημερτής|@
νηνεμίη|n6491
νηπίαχος|n6498
νηπενθής|n6495
νηπιάας|n6496
νηπιέη|n6499
νηπιαχεύω|n6497
νηπύτιος|n6502
νηρηίς|n6503
νησαίη|n6508
νητός|n6511
νηός1|@
νηός2|@
νηός|@
νηῦς|n6512
νικάω|n6515
νιρεύς|n6519
νιφάς|n6524
νιφετός|n6525
νιφόεις|n6526
νιόβη|n6517
νοέω|n6529
νοήμων|@
νομίων|n6536
νομεύς|n6534
νομεύω|n6535
νομός|n6537
νοστέω|n6540
νοσφίζομαι|n6544
νοτίη|n6545
νοῦς|n6548
νοῦσος|n6549
νυκτερίς|n6551
νυξ́ς|n6557
νυσήιον|n6558
νωίτερος|n6564
νωθής|n6562
νωλεμές|n6565
νωλεμέως|n6566
νωμάω|n6567
νωχελίη|n6571
νόημα|n6530
νόθος|n6533
νόος|n6538
νόσος|n6539
νόστιμος|n6541
νόστος|n6542
νόσφ|n6543
νότιος|n6546
νότος|n6547
νύ|n6550
νύμφη|@
νύμφιος|n6554
νύξ|n6556
νύσσα|n6559
νύσσω|n6560
νώνυμος|n6568
νῆα|n6465
νῆες|n6471
νῆις|n6477
νῆμα|n6488
νῆσος|n6509
νῆστις|n6510
νῖσα|n6520
νῖσος|n6521
νῦν2|n6555
νῦν|n6555
νῶ|n6561
νῶι|n6563
νῶροψ|n6569
νῶτον|n6570
ξάνθος|n6574
ξένιος|n6581
ξέσσε|n6583
ξέω|n6585
ξίφος|n6587
ξαίνω|n6572
ξανθός|n6573
ξείνιος|n6576
ξεινήιον|n6575
ξεινοδόκος|n6577
ξεινοσύνη|n6579
ξενίη|n6580
ξερός|n6582
ξεστός|n6584
ξεῖνος|n6578
ξηραίνω|n6586
ξυμ|n6590
ξυνέηκε|n6592
ξυνήιος|n6593
ξυνίει|n6594
ξυνεείκοσι|n6591
ξυνιόντος|n6595
ξυνός|n6596
ξυρόν1|n6597
ξυρόν|n6597
ξυστόν|n6598
ξύλον|n6588
ξύλοχος|n6589
ξύω|n6599
ο|n6600
οἰέτης|n6654
οἰήιον|n6658
οἰδάνω|n6650
οἰδέω|n6651
οἰδιπόδης|n6652
οἰκέω|n6662
οἰκίον|n6663
οἰκεύς|n6661
οἰκλείης|n6664
οἰκτείρω|n6669
οἰκτρός|n6672
οἰκωφελίη|n6673
οἰκόθεν|n6665
οἰκόνδε|n6667
οἰμωγή|n6679
οἰμώζω|n6680
οἰνίζομαι|n6683
οἰνείδης|n6681
οἰνεύς|n6682
οἰνοβαρής|n6685
οἰνοβαρείων|n6684
οἰνοπίδης|n6688
οἰνοπληθής|n6689
οἰνοποτάζω|n6690
οἰνοποτήρ|n6691
οἰνοχοέω|n6693
οἰνοχόος|n6694
οἰνόμαος|n6686
οἰνόπεδος|n6687
οἰνόω|n6697
οἰοπόλος|n6702
οἰοχίτων|n6706
οἰσύινος|n6716
οἰχαλίη|n6720
οἰχνέω|n6721
οἰωνιστής|n6724
οἰωνοπόλος|n6725
οἰωνός|n6726
οἰόθεν|n6700
οἰός2|n6705
οἰός|n6705
οἰόω|n6707
οἴγνυμι|n6648
οἴηξ|n6659
οἴκαδε|n6660
οἴκοθι|n6666
οἴκτιστος|n6670
οἴμη|n6677
οἴξασα|n6698
οἴομαι|n6701
οἴσετε|n6710
οἴσω|n6717
οἴτυλος|n6719
οἴχομαι|n6722
οἶδα|n6649
οἶδμα|n6653
οἶκος|n6668
οἶκτος|n6671
οἶμα|n6676
οἶμος|n6678
οἶνος|n6692
οἶνοψ|@
οἶος1|n6703
οἶος|n6703
οἶσθα|n6711
οἶστρος|n6715
οἶτος|n6718
οἷ|n6646
οἷα|n6647
οἷο|n6699
οἷος|n6704
οὐ10|n6991
οὐ|n6991
οὐδέ3|n6995
οὐδέ|n6995
οὐδέποτε|n6999
οὐδέπω|n7000
οὐδέπῃ|n6998
οὐδείς|n6996
οὐδενόσωρος|n6997
οὐδετέρωσε|n7001
οὐδός1|@
οὐδός2|@
οὐδός|@
οὐκ1|n7005
οὐκ|n7005
οὐκέτι|n7007
οὐκί|n7008
οὐκαλέγων|n7006
οὐλή2|n7012
οὐλή|n7012
οὐλαί|n7009
οὐλαμός|n7010
οὐλοκάρηνος|n7014
οὐλόμενος|n7015
οὐλόχυται|n7019
οὐρή|n7041
οὐρίαχος|n7042
οὐρανίων|n7034
οὐρανομήκης|n7037
οὐρανόθεν|n7035
οὐρανόθι|n7036
οὐρανός|n7038
οὐραῖος1|n7033
οὐραῖος|n7033
οὐρεύς|n7040
οὐρός|n7048
οὐτάζω|n7050
οὐτήσασκε|n7052
οὐτιδανός|n7054
οὑμός|n7021
οὔασι|n6993
οὔλιος|n7013
οὔλυμπος|n7020
οὔνεσθε|n7024
οὔνομα|n7025
οὔπερ|n7026
οὔποθε|n7028
οὔποτε|n7029
οὔπω|n7030
οὔπως|n7031
οὔπῃ|n7027
οὔρεα|n7039
οὔτε|n7051
οὔτι1|n7053
οὔτι|n7053
οὔτις|n7055
οὔτοι|n7057
οὔχ|n7060
οὕνεκα|n7023
οὕτω|n7059
οὖδας|n6994
οὖθαρ|n7004
οὖλε|n7011
οὖλος1|@
οὖλος2|@
οὖλος3|@
οὖλος|@
οὖν|n7022
οὖρα|n7032
οὖρον2|n7043
οὖρον|n7043
οὖρος1|@
οὖρος2|@
οὖρος3|@
οὖρος4|@
οὖρος|@
οὖς|n7049
οὖτις|n7056
οὗ2|n6992
οὗ|n6992
οὗτος|n7058
πάγεν|n7093
πάγος|n7094
πάγχυ|n7097
πάθε|n7098
πάλαι|n7111
πάλη1|n7120
πάλη|n7120
πάλιν|n7124
πάλλω|n7134
πάλτο|n7136
πάμμων|n7139
πάμπαν|n7140
πάμπρωτος|n7142
πάναγρος|n7145
πάναιθος|n7146
πάνδαρος|n7156
πάνδοκος|n7159
πάνθοος|n7164
πάνορμος|n7170
πάντοθεν|n7174
πάντοσε|n7176
πάντως|n7177
πάντῃ|n7173
πάππας|n7181
πάρ|n7183
πάραντα|n7222
πάρδαλις|n7249
πάρειμι1|@
πάρειμι2|@
πάρειμι|@
πάρεσαν|n7268
πάρημαι|n7274
πάρθεσαν|n7284
πάρις|n7288
πάροιθ|n7295
πάρος|n7298
πάρφασις|n7304
πάσσαλος|n7310
πάσσασθαι|n7311
πάσσω|n7312
πάσσων|n7313
πάσχω|n7315
πάταγος|n7316
πάτος1|n7321
πάτος|n7321
πάτρη|n7322
πάτροκλος|n7325
πάφος|n7334
πάχετος|n7335
πάχιστος|n7336
πάχνη|n7337
πάχος|n7339
πέδη|n7342
πέδιλον|n7343
πέδονδε|n7347
πέζα|n7348
πέκω|n7372
πέλαγος|n7373
πέλας|n7376
πέλεθρον|n7379
πέλεια|n7380
πέλεκκος|n7383
πέλεκυς|n7384
πέλλα|n7388
πέλοψ|n7390
πέλω|n7391
πέλωρ|n7392
πέλωρον|n7394
πέλωρος|n7395
πέμπτος|n7398
πέμπω|n7399
πένθος|n7403
πένομαι|n7406
πένταχα|n7409
πέντε|n7410
πέπηγε|n7420
πέπληγον|n7422
πέπλος|n7424
πέποιθα|n7426
πέπονθα|n7427
πέπταμαι|n7430
πέπων|n7434
πέρ|n7435
πέργαμος|n7442
πέρην|n7444
πέρθω|n7446
πέρι2|n7448
πέρι|n7448
πέριμος|n7488
πέρνημι|n7540
πέρσα|n7544
πέρση|n7547
πέσσω|n7551
πέταλον|n7553
πέτομαι|n7558
πέτρη|n7560
πέτρος|n7562
πέφανται|n7568
πέφνον|n7573
πέφραδον|n7574
πέφρικα|n7575
πέφυρμαι|n7580
πήγνυμι|n7585
πήδαιον|n7588
πήδαιος|n7589
πήδασος1|@
πήδασος2|@
πήδασος|@
πήληξ|n7603
πήλιον|n7605
πήρη|n7614
πίε|n7622
πίειρα|n7624
πίθος|n7628
πίλναμαι|n7631
πίμπλημι|n7634
πίναξ|n7635
πίνω|n7639
πίομαι|n7640
πίπτω|n7642
πίσσα|n7644
πίσυνος|n7647
πίσυρες|n7648
πίων|n7654
παίζω|n7101
παίων|n7104
παγχάλκεος|n7095
παγχρύσεος|n7096
παιήων|@
παιδνός|n7099
παιδοφόνος|n7100
παιονίδης|n7105
παιονίη|n7106
παιπαλόεις|n7107
παισός|n7109
παιφάσσω|n7110
παλάμη|n7118
παλάσσω|n7119
παλίλλογος|n7121
παλίνορσος|n7127
παλίντιτος|n7128
παλίντονος|n7129
παλίωξις|n7131
παλαίφατος|n7116
παλαίω|n7117
παλαιγενής|n7112
παλαισμοσύνη|n7114
παλαιστής1|n7115
παλαιστής|n7115
παλαιός|n7113
παλιμπετής|n7122
παλιμπλάζομαι|n7123
παλινάγρετος|n7125
παλινόρμενος|n7126
παλιρρόθιος|n7130
παλλάς|n7133
παλλακίς|n7132
παλμύς|n7135
παλύνω|n7137
παμμέλας|n7138
παμποίκιλος|n7141
παμφαίνω|n7143
παμφανόων|n7144
πανάπαλος|n7148
πανάποτμος|n7149
πανάργυρος|n7150
πανέλληνες|n7160
παναίολος|n7147
παναφῆλιξ|n7151
παναχαιοί|n7152
παναώριος|n7153
πανδάρεος|n7155
πανδήμιος|n7157
πανδίων|n7158
πανδαμάτωρ|n7154
πανημέριος|n7162
πανθοίδης|n7163
πανθυμαδόν|n7165
παννύχιος|n7166
πανομφαῖος|n7167
πανοπεύς|n7168
πανσυδίῃ|n7172
παντοῖος|n7175
πανυπέρτατος|n7178
πανόπη|n7169
πανόψιος|n7171
πανύστατος|n7179
πανῆμαρ|n7161
παππάζω|n7180
παπταίνω|n7182
παρά|n7184
παράκειμαι|n7209
παράκοιτις|n7213
παράφημι|n7245
παρέζομαι|n7250
παρέκ|n7256
παρέλκω|n7260
παρέμμεναι|n7261
παρέξ|n7263
παρέπλω|n7266
παρέρχομαι|n7267
παρέχω|n7270
παρήιον|n7272
παρήλασε|n7273
παρήορος|n7276
παρήπαφε|n7277
παρίζω|n7286
παρίημι|n7287
παρίστημι|n7289
παρίσχω|n7290
παραίσιος|n7202
παραίσσω|n7203
παραίφασις|n7205
παραβάλλομαι|n7186
παραβάσκω|n7187
παραβαίνω|n7185
παραβλήδην|n7188
παραβλώσκω|n7189
παραβλώψ|n7190
παραγίγνομαι|n7191
παραδέχομαι|n7193
παραδαρθάνω|n7192
παραδράω|n7196
παραδραθέειν|n7194
παραδραμέτην|n7195
παραδύω|n7197
παραείδω|n7198
παραείρω|n7199
παραιβάτης|n7200
παραιπεπίθῃσι|n7201
παραιφάμενος|n7204
παρακάββαλε|n7206
παρακαταβάλλω|n7207
παρακαταλέγομαι|n7208
παρακλίνω|n7211
παρακλιδόν|n7210
παρακοίτης|n7212
παρακρεμάννυμι|n7214
παραλέγομαι|n7215
παραμένω|n7217
παραμίμνω|n7218
παραμείβομαι|n7216
παραμυθέομαι|n7219
παρανήχομαι|n7221
παρανηέω|n7220
παραπέμπω|n7225
παραπαφίσκω|n7223
παραπείθω|n7224
παραπλάζω|n7226
παραπλήξ|n7227
παραπλώω|n7228
παραπνέω|n7229
παραρρητός|n7230
παρασταδόν|n7231
παρασφάλλω|n7232
παρασχέμεν|n7233
παρατίθημι|n7235
παρατεκταίνομαι|n7234
παρατρέπω|n7236
παρατρέχω|n7237
παρατρέω|n7238
παρατροπέω|n7239
παρατρωπάω|n7240
παρατυγχάνω|n7241
παραυδάω|n7242
παραυτόθι|n7243
παραφεύγω|n7244
παραφθάνω|n7246
παρβεβαώς|n7247
παρδαλέη|n7248
παρείθη|n7252
παρειαί|n7251
παρεκέσκετο|n7257
παρεκπροφεύγω|n7258
παρελαύνω|n7259
παρενήνεεν|n7262
παρεξέρχομαι|n7265
παρεξελαύνω|n7264
παρευνάζομαι|n7269
παρεῖπον|n7255
παρηέρθη|n7271
παρηορίη|n7275
παρθέμενος|n7278
παρθένιος|@
παρθένος|n7283
παρθενική|n7279
παρθενοπίπης|n7282
παριαύω|n7285
παρκατέλεκτο|n7291
παρμέμβλωκε|n7292
παρμένω|n7293
παρνησός|n7294
παροίτερος|n7296
παροίχομαι|n7297
παρπεπιθών|n7299
παρρασίη|n7300
παρσταίην|n7301
παρτιθεῖ|n7302
παρφάμενος|n7303
παρφυγέειν|n7305
παρῴχηκα|n7306
πασιθέη|n7308
πασιμέλουσα|n7309
πασσυδίη|n7314
πατάσσω|n7317
πατέομαι|n7318
πατέω|n7319
πατήρ|n7320
πατρίς|n7323
πατροκασίγνητος|n7324
πατροφονεύς|n7326
πατροφόνος|n7327
πατρώιος|n7328
παυσωλή|n7330
παφλάζω|n7333
παφλαγών|n7332
παχνόω|n7338
παχύς|n7340
παύω|n7331
παῖς|n7108
παῦρος|n7329
πείθω|n7350
πείκετε|n7351
πείνη|n7353
πείραιος|n7356
πείρινς|n7362
πείροος|n7363
πείρω|n7364
πείσανδρος|n7366
πείσομαι|n7371
πεδάω|n7341
πεδίον|n7344
πεδίονδε|n7345
πεδόθεν|n7346
πεζός|n7349
πεινάω|n7352
πειράζω|n7354
πειράω|n7359
πειρίθοος|n7361
πειραίδης|n7355
πειραίνω|n7357
πειρητίζω|n7360
πεισήνωρ|n7368
πεισίστρατος|n7369
πεισηνορίδης|n7367
πελάγων|n7374
πελάζω|n7375
πελέσκεο|n7386
πελίης|n7387
πελασγικός|n7377
πελασγός|n7378
πελειάς|n7381
πελεκάω|n7382
πελεμίζω|n7385
πελλήνη|n7389
πελώριος|n7393
πεμπάζομαι|n7396
πεμπταῖος|n7397
πεμπώβολον|n7400
πενίη|n7404
πενθέω|n7402
πενθερός|n7401
πενιχρός|n7405
πεντήκοντα|n7411
πενταέτηρος|n7407
πενταετής|n7408
πεντηκοντόγυος|n7412
πεντηκόσιοι|n7413
πεπάλαγμαι|n7415
πεπάλασθε|n7416
πεπάσμην|n7418
πεπαθυῖα|n7414
πεπαρμένος|n7417
πεπερημένος|n7419
πεπιθεῖν|n7421
πεπλημένος|n7423
πεπνυμένος|n7425
πεποτήαται|n7428
πεπρωμένος|n7429
πεπτεῶτα|n7431
πεπτηώς|n7432
πεπύθοιτο|n7433
περάαν|n7436
περάτη|n7439
περάω1|@
περάω2|@
περάω|@
περί1|n7447
περί|n7447
περίβοια|n7452
περίδραμον|n7460
περίδρομος1|n7461
περίδρομος|n7461
περίειμι1|n7465
περίειμι|n7465
περίκειμαι|n7473
περίκηλος|n7475
περίμετρος|n7483
περίξεστος|n7491
περίοιδα|n7492
περίρρυτος|n7502
περίσκεπτος|n7506
περίστησαν|n7515
περίσχεο|n7517
περίτροχος|n7525
περίφας|n7527
περίφρων|n7531
περαιβοί|n7437
περαιόω|n7438
περγασίδης|n7443
περησέμεναι|n7445
περιάγνυμι|n7449
περιέχω|n7466
περιήρης|n7468
περιίδμεναι|n7470
περιίστημι|n7471
περιβάλλω|n7451
περιβαίνω|n7450
περιγίγνομαι|n7453
περιγλαγής|n7454
περιγνάμπτω|n7455
περιδέξιος|n7457
περιδίδωμι|n7458
περιδείδω|n7456
περιδινέω|n7459
περιδρύπτω|n7462
περιδύω|n7463
περιδώμεθον|n7464
περιηχέω|n7469
περικήδομαι|n7474
περικαλλής|n7472
περικλυτός|n7477
περικλύμενος|n7476
περικτίονες|n7479
